|raw_number|content|negative|neutral|positive|compound
161|#162 (05/05/64)|I was watching a play. I didn't like it. An actress was wearing a gown reaching to the floor, and little girls were standing underneath it to make it spread out more. |0.06|0.821|0.119|0.2709
162|#163 (05/06/64)|My mother and I were looking for my sister. We found her in a ditch about 5 feet deep. She was depressed, and we cheered her up. |0.104|0.791|0.104|0.0
163|#164 (05/06/64)|I had blown a fuse and was repairing the wiring. |0.0|1.0|0.0|0.0
164|#165 (05/06/64)|My mother and sister brought me home from a hospital, and said they would help me adjust to being at home. |0.0|0.881|0.119|0.4019
165|#166 (05/07/64)|I was in a house I lived in. I picked up a book and some photos and papers with prayers printed on them fell out of it. As I was picking them up, I heard my mother talking outside with my sister. I was relieved to hear their voices. A sudden fear came upon me that the next time my mother left, something would prevent her from returning. |0.045|0.904|0.051|-0.128
166|#167 (05/08/64)|I was a patient. I was leaving with a group for the dining hall. I had to put on my shoes. When I looked up, the others were gone. I did not know the way to the dining hall, and I wondered how I would get there. (When I awoke, I wondered why the hospitals in all my dreams were hospitals that I had never seen in real life. Many, I recalled, had thick walls like a monastery.) |0.0|0.936|0.064|0.6369
167|#168 (05/09/64)|I was going to a big building. When I went inside, I saw that it was a large store. I was given some things to sell. |0.0|1.0|0.0|0.0
168|#169 (05/10/64)|I was a hospital patient. I was with other men. I criticized something. Later I was urinating in the yard, and I was embarrassed to see a woman at the other end. But she did not seem to notice me. I went to her and found that she was a patient. She was attractive. I wanted to be friends with her. She was very reserved. She worked on a machine. The matron came, and the patient said I had better leave, and she would see me some other time. I left her at the machine she worked on. |0.044|0.847|0.109|0.8765
169|#170 (05/11/64)|I did something original. Later my mother waxed the floor, but it looked streaked. I showed her how to make it smooth. |0.0|0.927|0.073|0.1655
170|#171 (05/12/64)|I bought some cream for my skin. |0.0|1.0|0.0|0.0
171|#172 (05/12/64)|A woman had breasts, but she had a male organ. I let her perform pederasty with me. We were flying in an airplane. |0.0|1.0|0.0|0.0
172|#173 (05/12/64)|I saw a train traveling, but I did not see any tracks. After the train was out of sight, I saw some baby squirrels. |0.0|1.0|0.0|0.0
173|#174 (05/13/64)|I was a mental patient. The men were being moved into the women's ward, and the women were being moved into the men's ward. I saw my sister as a patient. Then I saw a man and a woman patient being intimate. Someone told me that the women were being moved into the men's ward because it was next to the hospital ward (for medical treatment). They would not have to pass through the men's ward to get to the hospital ward. |0.0|1.0|0.0|0.0
174|#175 (05/14/64)|I was trying to harmonize something. A little girl asked me why I did not do something. I replied that I never do anything until the idea comes to me. Later I was a patient and I saw an officer looking up at me, and following me. |0.0|0.945|0.055|0.4019
175|#176 (05/15/64)|I was with a woman whom I had just met. We were in Times Square. It had been greatly changed since I had last been there. |0.0|1.0|0.0|0.0
176|#177 (05/16/64)|I was in a strange building. other people were there. I went toward the men's room. Two women came out. |0.087|0.913|0.0|-0.2023
177|#178 (05/17/64)|I met a shy girl about 20. I took her to see a movie. I found some slippers there. |0.1|0.9|0.0|-0.25
178|#179 (05/18/64)|I was writing about people of two types. A patient on the ward named Perez was in one category. |0.0|1.0|0.0|0.0
179|#180 (05/19/64)|My mother and I were sleeping in separate beds in a room. Rats were running between the beds. |0.0|1.0|0.0|0.0
180|#181 (05/20/64)|I was at Mass in a strange church. |0.205|0.795|0.0|-0.2023
181|#182 (05/20/64)|I was getting ready to go somewhere with my mother when I saw an eruption on my skin. I showed it to her. |0.0|0.898|0.102|0.3612
182|#183 (05/20/64)|I was sitting on a bench with the charge officer on the ward, named Mr. MacArthur. |0.0|1.0|0.0|0.0
183|#184 (05/21/64)|I moved with my mother and sister to a new house. The roof slanted from the center to each side. I climbed on it to catch fly balls that were being batted. I touched a wire and there was an explosion in the house. The floor began to sag. I was sorry I had touched the wire. |0.023|0.977|0.0|-0.0772
184|#185 (05/22/64)|I was with my mother and sister in a long, narrow room where waiters were serving food. My mother had a pie in some paper. My sister and I said she should eat it before we leave. Later while I was waiting for my sister, I saw a woman's legs and I wondered if that was her. |0.021|0.979|0.0|-0.0516
185|#186 (05/23/64)|I was in a dank room like a basement. There were two beds there. In the other bed was a patient on the ward named Cole. I threw a ball and bounced it against some tin in the wall. The noise caused an officer to come and investigate. |0.0|0.949|0.051|0.3612
186|#187 (05/24/64)|I was talking with a little girl. |0.0|1.0|0.0|0.0
187|#188 (05/25/64)|I gave some advice to someone, and it was taken. |0.0|1.0|0.0|0.0
188|#189 (05/26/64)|Something was damaged in the house I lived in. |0.266|0.734|0.0|-0.4404
189|#190 (05/27/64)|I was in a carpenter shop. I found some food and clothing. I ate the food. I walked on a catwalk where there were army recruits. I remembered that I should not have eaten the food because I was fasting for communion. A woman I knew in the past appeared in the dream. |0.0|0.963|0.037|0.25
190|#191 (05/28/64)|I was in a hospital dormitory for men which was separated from the women's dormitory by a five-foot wall. |0.0|1.0|0.0|0.0
191|#192 (05/29/64)|I lived in a house. I was lying on my bed. My sister was in the house. The roof began to leak. I heard my mother coming into the house. Then I pulled off my undershirt. |0.146|0.854|0.0|-0.7003
192|#193 (05/29/64)|In the next dream a girl with a voice like an eight-year-old was standing and posing for a picture on top of a table. But she was only a foot tall and looked like a doll. I marveled that she was a live girl. |0.0|0.835|0.165|0.7096
193|#194 (05/30/64)|There was a clothes wringer near an open shaft. The wringer went in reverse and the clothes fell down the shaft. I was upset about losing the clothing. |0.167|0.833|0.0|-0.6369
194|#195 (05/30/64)|I took a certificate from a bank without permission. They made me sign a paper. I felt guilty. |0.141|0.859|0.0|-0.4215
195|#196 (05/30/64)|My ward doctor appeared and did not recognize me. |0.0|1.0|0.0|0.0
196|#197 (06/01/64)|"I was in a department store, and a young saleslady was leaning casually against a package talking friendly with me. Outside the store a little later I met a girl about 19. We walked toward a grassy area, but a watchman stopped us and said no one is allowed there. We walked along the sidewalk. As we passed a wooded area, she said, ""Let's go in those bushes. We can have some fun there."" "|0.063|0.841|0.096|0.4118
197|#198 (06/01/64)|I was walking the street and met an Englishman with a prominent nose. I asked him where he lived, but he said he had to go and catch a subway. Then I met a young boy. I carried him on my back, and I felt his organ against my left hip. |0.0|0.968|0.032|0.1655
198|#199 (06/02/64)|I was studying a problem. later I noticed a pair of my trousers was missing, and there was another one in its place. A woman was there. |0.164|0.836|0.0|-0.5994
199|#200 (06/02/64)|I was walking with a slim gray-haired woman. She smiled mischievously at me and grabbed me in the crotch. |0.0|0.837|0.163|0.5423
200|#201 (06/03/64)|I was in a strange house. There was a rug on the floor. Men came to vacuum it. |0.096|0.904|0.0|-0.2023
201|#202 (06/03/64)|I was waiting in an office with about 100 others. Two hours had passed, and I was getting impatient. |0.109|0.891|0.0|-0.296
202|#203 (06/03/64)|I was looking through some letters and papers belonging to a short, stout man. He came upon me and was very angry. I said I would put them back as they were. |0.102|0.85|0.048|-0.4391
203|#204 (06/04/64)|I was in a strange hospital built like a museum. I called a colored patient on the ward named Shepherd. Later an officer from a former ward I had been on appeared in the dream. He looked on as blood began coming out of my mouth. (This officer's name was McCruden. An incident which led to my being involved in a plot to escape happened on that ward. Mr. McCruden was in charge of the ward when the plot was uncovered. This happened in December, 1960. It left me with a sad memory.) |0.049|0.888|0.063|0.0772
204|#205 (06/05/64)|I was on a muddy slope. Water was running down, and the ground was eroding. Small animals were there. |0.0|1.0|0.0|0.0
205|#206 (06/05/64)|I was arguing with a man about the listing of some items. He said there were three different items. I said no, the first and the third items are the same. |0.091|0.909|0.0|-0.4588
206|#207 (06/05/64)|I was in a strange residential area. I came to a park that had a gully. I had an urge to go into the gully and hide myself, and so I did. Then I saw a woman and some children do the same thing, and I was glad that others also had urges like I had. Later I was walking with my mother and sister. They looked at my feet. It looked as though I were wearing my slippers with the red border. I laughed and said I must have left them at the pool in the amusement park where I had been swimming. Then I noticed that they were not slippers. They were my shoes. I laughed and said why would I have my slippers with me at the pool, anyway. They laughed too. |0.024|0.861|0.115|0.926
